doc_text,name,lat,lon,country_code3,admin1_name,admin2_name,feature_code,start_char,end_char
S/2020/360_PAR_28_SEN_3,"Following a mediated solution, the r esumption of water distribution was complicated by the hindering of the supply of natural gas to power stations in Misratah and Khums by another armed group in a different area.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,152,160
S/2020/360_PAR_28_SEN_3,"Following a mediated solution, the r esumption of water distribution was complicated by the hindering of the supply of natural gas to power stations in Misratah and Khums by another armed group in a different area.",Al Khums,32.64861,14.26191,LBY,Al Marqab,,PPLA,165,170
S/2020/360_PAR_29_SEN_2,"On 23 February, the police in Benghazi reportedly arrested a prominent drug dealer.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,30,38
S/2020/360_PAR_29_SEN_3,"Demonstrations in support of the Libyan National Army and against Turkish interventio n were held in several cities, including at the United Nations hub in Benghazi, with one demonstration turning violent.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,156,164
S/2020/360_PAR_30_SEN_1,"On 18 January, the National Oil Corporation declared a force majeure on oil exports from ports in eastern Libya following demonstra tions that day accompanied by calls from the Libyan National Army for ports to be shut down.",Libya,28.0,17.0,LBY,,,PCLI,106,111
S/2020/360_PAR_30_SEN_2,"Oil exports from the eastern ports of Burayqah, Ra’s Lanuf, Hariqah Zuwaytinah and Sidr were halted.",,,,,,,,38,46
S/2020/360_PAR_30_SEN_2,"Oil exports from the eastern ports of Burayqah, Ra’s Lanuf, Hariqah Zuwaytinah and Sidr were halted.",Az Zuwaytīnah,30.9522,20.12022,LBY,Al Wāḩāt,,PPL,60,78
S/2020/360_PAR_30_SEN_2,"Oil exports from the eastern ports of Burayqah, Ra’s Lanuf, Hariqah Zuwaytinah and Sidr were halted.",As Sidr,13.96856,44.12718,YEM,Ibb,,PPL,83,87
S/2020/360_PAR_31_SEN_1,"The military operat ions of the Libyan National Army in western Libya continued to exacerbate the security vacuum in the southern region, with criminality and suspected terrorist -related activity continuing.",Libya,28.0,17.0,LBY,,,PCLI,64,69
S/2020/360_PAR_31_SEN_3,"On 30 January, one civilian was reportedly killed in clashes between two unidentified armed groups on Mahdiah Road.",Carrow Road,52.622,1.30918,GBR,England,Norfolk,STDM,102,114
S/2020/360_PAR_32_SEN_1,"In a move coordinated between the Libyan National Army and local tribal actors, oil fields in the south -western portion of Libya were shut down.",Libya,28.0,17.0,LBY,,,PCLI,124,129
S/2020/360_PAR_32_SEN_2,"On 20 January, the National Oil Corporation extended the force majeure to all onshore ports following instructions from the Libyan National Army to shut down production at oil fields in Shararah, Hamada and Fil.",Sharārah,15.07011,43.7372,YEM,Sanaa,,PPLX,186,194
S/2020/360_PAR_32_SEN_2,"On 20 January, the National Oil Corporation extended the force majeure to all onshore ports following instructions from the Libyan National Army to shut down production at oil fields in Shararah, Hamada and Fil.",Hamada,34.88333,132.08333,JPN,Shimane,Hamada Shi,PPLA2,196,202
S/2020/360_PAR_32_SEN_2,"On 20 January, the National Oil Corporation extended the force majeure to all onshore ports following instructions from the Libyan National Army to shut down production at oil fields in Shararah, Hamada and Fil.",Republic of Côte d’Ivoire,8.0,-5.5,CIV,,,PCLI,207,210
S/2020/360_PAR_32_SEN_3,Islamic State in Iraq and the Levant in Libya,Republic of Iraq,33.0,44.0,IRQ,,,PCLI,17,21
S/2020/360_PAR_32_SEN_3,Islamic State in Iraq and the Levant in Libya,Libya,28.0,17.0,LBY,,,PCLI,40,45
S/2020/360_PAR_33_SEN_1,"On 28 January, suspected members of Islamic State in Iraq and the Le vant (ISIL) reportedly attacked a checkpoint west of the southern city of Murzuq, killing one security element.",Republic of Iraq,33.0,44.0,IRQ,,,PCLI,53,57
S/2020/360_PAR_33_SEN_1,"On 28 January, suspected members of Islamic State in Iraq and the Le vant (ISIL) reportedly attacked a checkpoint west of the southern city of Murzuq, killing one security element.",Murzuq,25.91552,13.91839,LBY,Murzuq,,PPLA,143,149
S/2020/360_PAR_33_SEN_2,"While there was limited ISIL activity during the reporting period, observers assessed that ISIL and other terrorist groups may seek to take adva ntage of the general lack of security in southern Libya in order to expand their activities.",Libya,28.0,17.0,LBY,,,PCLI,195,200
S/2020/360_PAR_34_SEN_1,"The sustainability of the economic situation in Libya is becoming increasingly tenuous, and the situation will be further exacerbated b y COVID -19.",Libya,28.0,17.0,LBY,,,PCLI,48,53
S/2020/360_PAR_34_SEN_2,"Since the blockage of oil exports imposed by the Libyan National Army on 17 January, the primary export of Libya was reduced from 1.2 million to 72,000 barrels per day, resulting in accumulated losses amounting to more than $4 billion.",Libya,28.0,17.0,LBY,,,PCLI,107,112
S/2020/360_PAR_34_SEN_5,"Although the Corporation had been providing sufficient refined fuel for commercial purposes, on 13 March, authorities in eastern Libya imported fuel from the United Arab Emirates to Benghazi, thus undermining the authority of the Corporation and marking the first time that fuel was imported outside normal Corporation channels.",Libya,28.0,17.0,LBY,,,PCLI,129,134
S/2020/360_PAR_34_SEN_5,"Although the Corporation had been providing sufficient refined fuel for commercial purposes, on 13 March, authorities in eastern Libya imported fuel from the United Arab Emirates to Benghazi, thus undermining the authority of the Corporation and marking the first time that fuel was imported outside normal Corporation channels.",United Arab Emirates,23.75,54.5,ARE,,,PCLI,154,178
S/2020/360_PAR_34_SEN_5,"Although the Corporation had been providing sufficient refined fuel for commercial purposes, on 13 March, authorities in eastern Libya imported fuel from the United Arab Emirates to Benghazi, thus undermining the authority of the Corporation and marking the first time that fuel was imported outside normal Corporation channels.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,182,190
S/2020/360_PAR_35_SEN_2,"The branch of the Central Bank of Libya in Bayda’ stated on 9 Mar ch that it was unable to finance the parallel Page 8 government beyond salaries, evidence of the growing reluctance of Libyan commercial banks to continue to finance questionable government bonds issued by the parallel Ministry of Finance in eastern Libya.",Al Bayḑā’,32.76272,21.75506,LBY,Al Jabal al Akhḑar,,PPLA,43,48
S/2020/360_PAR_35_SEN_2,"The branch of the Central Bank of Libya in Bayda’ stated on 9 Mar ch that it was unable to finance the parallel Page 8 government beyond salaries, evidence of the growing reluctance of Libyan commercial banks to continue to finance questionable government bonds issued by the parallel Ministry of Finance in eastern Libya.",Libya,28.0,17.0,LBY,,,PCLI,316,321
S/2020/360_PAR_36_SEN_4,"Working groups, established during a second meeting of the economic track in Cairo in February, are working to find solutions, including by addressing deficiencies in development spending and revenue allocation.",Cairo,30.06263,31.24967,EGY,Cairo,,PPLC,77,82
S/2020/360_PAR_38_SEN_3,The operations of the Commission and the Committee continued to be hampered by budget shortages and the prevailing security situation in Tripoli.,Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,137,144
S/2020/360_PAR_39_SEN_2,That process was followed by the election of the new Mayor and the swearing -in ceremony of the new Council by the Minister of Local Governance in Tripoli on 23 January.,Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,147,154
S/2020/360_PAR_42_SEN_1,"On 27 January, UNSMIL and the Office of the Uni ted Nations High Commissioner for Human Rights issued a joint report on the air strike on the Tajura’ detention centre on 2 July 2019, which resulted in the death of at least 53 migrants and refugees.",Tadjourah,12.0,42.5,DJI,Tadjourah,,ADM1,142,148
S/2020/360_PAR_42_SEN_3,"On 13 March, the Group of African States, with the support of Libya, tabled a resolution at the Human Rights Council to establish a fact -finding mission on th e human rights situation in Libya to document alleged violations and abuses of international human rights and humanitarian law by all parties in Libya since 2016.",Libya,28.0,17.0,LBY,,,PCLI,62,67
S/2020/360_PAR_42_SEN_3,"On 13 March, the Group of African States, with the support of Libya, tabled a resolution at the Human Rights Council to establish a fact -finding mission on th e human rights situation in Libya to document alleged violations and abuses of international human rights and humanitarian law by all parties in Libya since 2016.",Libya,28.0,17.0,LBY,,,PCLI,188,193
S/2020/360_PAR_42_SEN_3,"On 13 March, the Group of African States, with the support of Libya, tabled a resolution at the Human Rights Council to establish a fact -finding mission on th e human rights situation in Libya to document alleged violations and abuses of international human rights and humanitarian law by all parties in Libya since 2016.",Libya,28.0,17.0,LBY,,,PCLI,305,310
S/2020/360_PAR_44_SEN_2,"During the reporting period, courts in Libya heard civil and personal status cases only.",Libya,28.0,17.0,LBY,,,PCLI,39,44
S/2020/360_PAR_45_SEN_1,"UNSMIL documented an increase in abductions and enforced disappearances carried out by armed groups across Libya, including of professionals and civil society activists.",Libya,28.0,17.0,LBY,,,PCLI,107,112
S/2020/360_PAR_45_SEN_2,"The Mission continued to receive reports of gross human rights abuses, including killings and the destruction of private property by the armed group 9th Brigade (Kaniyat) in Tarhunah.",Tarhuna,32.43501,13.6332,LBY,Al Marqab,,PPL,174,182
S/2020/360_PAR_45_SEN_3,UNSMIL also received credible reports of serious human rights vio lations in Sirte.,Sirte,31.20892,16.58866,LBY,Surt,,PPLA,77,82
S/2020/360_PAR_45_SEN_5,"On 6 February, UNSMIL issued a statement condemning the destruction of a Sufi shrine and the repor ted arbitrary arrest of Sufis in Sirte, calling upon the authorities in control of Sirte to investigate and bring the perpetrators to justice.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,132,137
S/2020/360_PAR_45_SEN_5,"On 6 February, UNSMIL issued a statement condemning the destruction of a Sufi shrine and the repor ted arbitrary arrest of Sufis in Sirte, calling upon the authorities in control of Sirte to investigate and bring the perpetrators to justice.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,182,187
S/2020/360_PAR_46_SEN_2,"In addition, all 60 pre trial detainees at the prison in Sirte, all 60 pretrial detainees were released Page 10 after the Libyan National Army took over Sirte, reportedly owing to fear of indiscriminate shelling or a direct attack on the prison.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,57,62
S/2020/360_PAR_46_SEN_2,"In addition, all 60 pre trial detainees at the prison in Sirte, all 60 pretrial detainees were released Page 10 after the Libyan National Army took over Sirte, reportedly owing to fear of indiscriminate shelling or a direct attack on the prison.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,153,158
S/2020/360_PAR_46_SEN_3,UNSMIL noted with grave concern the break at Surman Prison of 14 April and the re lease of 401 prisoners without adequate legal proceedings or vetting shortly after the forces of the Government of National Accord recaptured the town.,Murmansk,68.97917,33.09251,RUS,Murmansk,,PPLA,45,58
S/2020/360_PAR_47_SEN_1,"From 14 to 16 January, together with the Libyan judicial police and the Legal Affairs Department of the Ministry of Justice in Tunis, UNSMIL and UNDP jointly organized workshops on prison reform aimed at improving services at the technical and operational levels by creating model prisons.",Tunis,36.81897,10.16579,TUN,Tūnis,,PPLC,127,132
S/2020/360_PAR_48_SEN_2,Many were returned to detention in Libya.,Libya,28.0,17.0,LBY,,,PCLI,35,40
S/2020/360_PAR_48_SEN_3,UNSMIL received credible reports of smuggling of and trafficking in asylum seekers and refugees at the Abu Isa and the Nasir detention centres in Zawiyah.,Abū ‘Īsá,32.75306,12.63105,LBY,Az Zāwiyah,,PPL,103,110
S/2020/360_PAR_48_SEN_3,UNSMIL received credible reports of smuggling of and trafficking in asylum seekers and refugees at the Abu Isa and the Nasir detention centres in Zawiyah.,Nāşir Shōr Āb,31.91305,65.85387,AFG,Kandahar,Shāh Walī Kōṯ,RUIN,119,124
S/2020/360_PAR_48_SEN_3,UNSMIL received credible reports of smuggling of and trafficking in asylum seekers and refugees at the Abu Isa and the Nasir detention centres in Zawiyah.,Az Zāwīyah,32.7571,12.72764,LBY,Az Zāwiyah,,PPLA,146,153
S/2020/360_PAR_49_SEN_1,"On 20 January, a Libyan journalist who had reportedly been abducted in Tripoli by the Special Deterrence Force on 15 January for allegedl y sharing information with the Libyan National Army was released.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,71,78
S/2020/360_PAR_49_SEN_3,"On 16 January, Libyan National Army forces set fire to the building housing the Sirte offices of the Information a nd Culture Authority and two radio stations.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,80,85
