doc_text,sentence_id
Many families were reportedly forced to flee owing to looting and their being perceived as supportive of the Government of National Accord.,S/2020/360_PAR_45_SEN_4
"On 6 February, UNSMIL issued a statement condemning the destruction of a Sufi shrine and the repor ted arbitrary arrest of Sufis in Sirte, calling upon the authorities in control of Sirte to investigate and bring the perpetrators to justice.",S/2020/360_PAR_45_SEN_5
"UNSMIL received credible reports of hundreds of pretrial detainees and convicted persons being released from prisons in several towns, having been promised freedom following the end of the conflict in return for agreeing to fight against the Libyan National Army or the Government of National Accord.",S/2020/360_PAR_46_SEN_1
"In addition, all 60 pre trial detainees at the prison in Sirte, all 60 pretrial detainees were released Page 10 after the Libyan National Army took over Sirte, reportedly owing to fear of indiscriminate shelling or a direct attack on the prison.",S/2020/360_PAR_46_SEN_2
UNSMIL noted with grave concern the break at Surman Prison of 14 April and the re lease of 401 prisoners without adequate legal proceedings or vetting shortly after the forces of the Government of National Accord recaptured the town.,S/2020/360_PAR_46_SEN_3
"From 14 to 16 January, together with the Libyan judicial police and the Legal Affairs Department of the Ministry of Justice in Tunis, UNSMIL and UNDP jointly organized workshops on prison reform aimed at improving services at the technical and operational levels by creating model prisons.",S/2020/360_PAR_47_SEN_1
"A total of 19 participants, including 2 women, took part in the wo rkshops.",S/2020/360_PAR_47_SEN_2
Groups in vulnerable situations Migrants and refugees,S/2020/360_PAR_47_SEN_3
"More than 3,115 refugees and migrants were registered as rescued and/or intercepted at sea by the Libyan Coast Guard.",S/2020/360_PAR_48_SEN_1
Many were returned to detention in Libya.,S/2020/360_PAR_48_SEN_2
UNSMIL received credible reports of smuggling of and trafficking in asylum seekers and refugees at the Abu Isa and the Nasir detention centres in Zawiyah.,S/2020/360_PAR_48_SEN_3
"More than 1,400 migrants and refugees are currently held in detention centres under the control of the Minis try of the Interior, a decrease from the more than 5,000 held in January 2019.",S/2020/360_PAR_48_SEN_4
Journalists and peace activists,S/2020/360_PAR_48_SEN_5
"On 20 January, a Libyan journalist who had reportedly been abducted in Tripoli by the Special Deterrence Force on 15 January for allegedl y sharing information with the Libyan National Army was released.",S/2020/360_PAR_49_SEN_1
"Reportedly, the journalist had been subjected to torture and ill -treatment.",S/2020/360_PAR_49_SEN_2
"On 16 January, Libyan National Army forces set fire to the building housing the Sirte offices of the Information a nd Culture Authority and two radio stations.",S/2020/360_PAR_49_SEN_3
Women and girls,S/2020/360_PAR_49_SEN_4
Women and girls detained in prisons and detention centres continued to be exposed to sexual violence.,S/2020/360_PAR_50_SEN_1
"During the reporting period, UNSMIL documented eight cases of women and girls who ha d been raped by traffickers and Libyan security personnel during captivity or arbitrary detention.",S/2020/360_PAR_50_SEN_2
Migrant and refugee women who had not been detained reported being subjected to sexual harassment by armed men in Tripoli.,S/2020/360_PAR_50_SEN_3
"Six months after the abduction and disappearance of a member of the House of Representatives, Siham Sergewa, in a statement and a Security Council briefing, on 17 and 30 January, respectively, UNSMIL reiterated its call upon the authorities in eastern Libya to do more to clarify the la wmaker’s fate and whereabouts, in line with their international human rights law obligations.",S/2020/360_PAR_51_SEN_1
UNSMIL also welcomed the joint statement issued by several Member States in January echoing the same calls.,S/2020/360_PAR_51_SEN_2
"On the occasion of International Women’s Day, 8 M arch, UNSMIL and its partners held a panel discussion, in coordination with the Legal Aid Coalition for Conflict -related Cases, to discuss challenges to protecting human rights defenders in Tripoli with the aim of developing a baseline protection strategy.",S/2020/360_PAR_52_SEN_1
"UNSMIL and United Nations agencies also issued a joint statement marking the twentieth anniversary of Security Council resolution 1325 (2000) , reiterating that Libyan women need to be at the forefront of peace efforts in the country.",S/2020/360_PAR_52_SEN_2
Page 11 Reconciliation and transitional justice,S/2020/360_PAR_52_SEN_3
"Under the Mission’s national reconciliation project, implemented with UNDP, some 145 persons, 30 per cent of whom were women registered as members of the project’s network of mediators.",S/2020/360_PAR_53_SEN_1
"Through the project, 70 members, including 21 women, will enhance their skills in conflict analysis, conflict resolution and mediation by participating in a two -week training course, the first week of which was completed in Tunis on 5 March.",S/2020/360_PAR_53_SEN_2
United Nations agencies continued to provide technical expertise on reconciliation and mediation.,S/2020/360_PAR_54_SEN_1
"The United Nations Entity for Gender Equality and the Empowerment of Women (UN -Women) facilitated 13 meetings with the Libyan Women Network for Peacebuilding and supported coordination efforts among women activists, civil society organizations, academics and lawyers.",S/2020/360_PAR_54_SEN_2
"As a result, prior to the Libyan Political Forum, held in February, the Network issued a statement reinforcing the important role pl ayed by women in the Forum.",S/2020/360_PAR_54_SEN_3
Human rights due diligence policy,S/2020/360_PAR_54_SEN_4
"The United Nations system in Libya continued its efforts to implement the human rights due diligence policy, including by providing support to non -United Nations security forces (see A/67/775 -S/2013/110 , annex), with a view to mitigating the identified risks of grave violations of international humanitarian law, human rights law or refugee law.",S/2020/360_PAR_55_SEN_1
Security sector Support for Libyan plans for interim security arrangements and the unification of security forces,S/2020/360_PAR_55_SEN_2
"UNSMIL and UNDP continued to build the capacity of staff of both the Ministry of the Interior and the Ministry of Justice through the Policing and Security Joint Programme, with special attention given to promoting a gender -sensitive ap proach in the security sector.",S/2020/360_PAR_56_SEN_1
"The Joint Programme organized a workshop, held from 27 to 30 January, on the model police station, at which job descriptions and structure, as well as human rights and gender -sensitive approaches, were discussed.",S/2020/360_PAR_56_SEN_2
About one third of the participants were female police officers.,S/2020/360_PAR_56_SEN_3
Arms and ammunition management,S/2020/360_PAR_56_SEN_4
UNSMIL continued to assist Libyan authorities and communities in addressing the increasing threat of explosive hazards and the proliferation of weapons and ammuni tion through the technical assistance of the Mine Action Service.,S/2020/360_PAR_57_SEN_1
"In Benghazi, teams from the Service conducted clearance activities in residential areas and at 11 sites.",S/2020/360_PAR_57_SEN_2
"An estimated 9,455 residents benefited from the removal of more than 500 items of une xploded ordnance and small arms ammunition.",S/2020/360_PAR_57_SEN_3
"Non -technical surveys conducted in Sabri and Laythi benefited some 23,900 persons through the mapping of explosive hazards to inform future activities.",S/2020/360_PAR_57_SEN_4
"In Tripoli, two new teams from the Service removed unexplode d ordnance from the Janzur, Abu Salim and Tariq al -Matar areas.",S/2020/360_PAR_57_SEN_5
The Service also provided training in capacity development to young people and women to help to address the proliferation of small arms and light weapons.,S/2020/360_PAR_57_SEN_6
